證券名單
截 至 26/01/2026
股份代號	股份名稱（繁體）	股份名称（简体）
24249	小米摩利六五購D	小米摩利六五购D
24250	優必摩利六七購A	优必摩利六七购A
24251	吉利摩利六六購B	吉利摩利六六购B
24252	中壽摩利六七沽A	中寿摩利六七沽A
24253	嗶哩信證六七購A	哔哩信证六七购A
24254	中壽信證六九沽A	中寿信证六九沽A
24255	平安信證六乙購A	平安信证六乙购A
24256	國航信證六九購A	国航信证六九购A
24257	友邦信證六乙沽A	友邦信证六乙沽A
24258	中芯中銀六甲購C	中芯中银六甲购C
24259	中芯中銀六甲沽A	中芯中银六甲沽A
24260	港交中銀六五沽A	港交中银六五沽A
24261	新保中銀六七購A	新保中银六七购A
24262	思摩中銀六六購A	思摩中银六六购A
24263	理想中銀六十沽A	理想中银六十沽A
24264	三生中銀六六購A	三生中银六六购A
24265	聯想中銀七乙購A	联想中银七乙购A
24266	中証中銀六五購A	中证中银六五购A
24268	金雲花旗六十購A	金云花旗六十购A
24269	長和花旗六六購A	长和花旗六六购A
24270	華虹花旗六乙沽A	华虹花旗六乙沽A
24271	騰訊花旗六六購D	腾讯花旗六六购D
24272	騰訊花旗七三購A	腾讯花旗七三购A
24273	比迪花旗六五購B	比迪花旗六五购B
24274	網易瑞銀六八沽A	网易瑞银六八沽A
24276	百度瑞銀六七沽B	百度瑞银六七沽B
24277	阿里瑞銀六六購E	阿里瑞银六六购E
24278	美團瑞銀六九沽A	美团瑞银六九沽A
24280	港交瑞銀六五沽A	港交瑞银六五沽A
24281	聯想法巴六十購A	联想法巴六十购A
24282	毛戈法巴六八購A	毛戈法巴六八购A
24283	洛鉬匯豐六七購A	洛钼汇丰六七购A
24284	中鋁匯豐六七購A	中铝汇丰六七购A
24285	華虹匯豐六乙沽A	华虹汇丰六乙沽A
24286	康方匯豐六七購A	康方汇丰六七购A
24287	寧德匯豐六六購A	宁德汇丰六六购A
24288	中移匯豐六七購A	中移汇丰六七购A
24289	美高華泰六六購A	美高华泰六六购A
24290	長飛華泰六六購B	长飞华泰六六购B
24291	江銅麥銀六七沽A	江铜麦银六七沽A
24292	洛鉬華泰六七沽A	洛钼华泰六七沽A
24293	洛鉬華泰六八購B	洛钼华泰六八购B
24294	中鋁華泰六八購A	中铝华泰六八购A
24295	石藥華泰六九購A	石药华泰六九购A
24296	騰音華泰六十購A	腾音华泰六十购A
24298	百濟華泰六五購B	百济华泰六五购B
24299	閱文華泰六十購B	阅文华泰六十购B
24300	平醫摩通六四購A	平医摩通六四购A
24301	耐特摩通六七購A	耐特摩通六七购A
24302	聯想法興六十購A	联想法兴六十购A
24303	招金法興六七購A	招金法兴六七购A
24304	百度法興六七沽B	百度法兴六七沽B
24305	泡瑪法興六六購B	泡玛法兴六六购B
24306	美高法興六九購A	美高法兴六九购A
24307	華虹摩通六乙沽A	华虹摩通六乙沽A
24308	聯想匯豐六十購A	联想汇丰六十购A
24309	美團花旗六六購C	美团花旗六六购C
24310	聯想摩通七乙購A	联想摩通七乙购A
24311	中科麥銀六七購A	中科麦银六七购A
24312	恒指國君六五沽A	恒指国君六五沽A
24313	寧德國君六五購B	宁德国君六五购B
24314	華虹國君六六購A	华虹国君六六购A
24315	美團國君六五購A	美团国君六五购A
24316	美團國君六乙購A	美团国君六乙购A
24317	兗礦星展六七購A	兖矿星展六七购A
24318	友邦星展六乙購A	友邦星展六乙购A
24319	中芯中銀六十購C	中芯中银六十购C
24320	比迪中銀六甲購A	比迪中银六甲购A
24321	華虹中銀六七購C	华虹中银六七购C
24322	華虹中銀六七沽B	华虹中银六七沽B
24323	小米中銀六甲購A	小米中银六甲购A
24324	美團中銀六七購A	美团中银六七购A
24325	小鵬中銀六九購A	小鹏中银六九购A
24326	百度中銀六七沽B	百度中银六七沽B
24327	騰訊中銀六六購E	腾讯中银六六购E
24328	寧德中銀六五購C	宁德中银六五购C
24329	遠能中銀六六購A	远能中银六六购A
24330	美高中銀六七購A	美高中银六七购A
24331	三花中銀六九購A	三花中银六九购A
24332	聯想華泰六六購B	联想华泰六六购B
24333	泡瑪華泰六七購A	泡玛华泰六七购A
24334	百度華泰六七購A	百度华泰六七购A
24335	S金華泰六六購A	S金华泰六六购A
24336	S金華泰六六沽B	S金华泰六六沽B
24338	快手華泰六六購A	快手华泰六六购A
24339	快手華泰六八沽A	快手华泰六八沽A
24340	阿里華泰六九購A	阿里华泰六九购A
24341	港交華泰六九購A	港交华泰六九购A
24342	中軟華泰六甲購A	中软华泰六甲购A
24343	小米華泰六七購A	小米华泰六七购A
24344	小米華泰六六沽B	小米华泰六六沽B
24346	復電華泰六九購A	复电华泰六九购A
24347	金風華泰六七購A	金风华泰六七购A
24348	阿里華泰六七購A	阿里华泰六七购A
24349	中海摩利六七購A	中海摩利六七购A
24350	榮昌摩利六八購A	荣昌摩利六八购A
24351	東金摩利六七購A	东金摩利六七购A
24352	聯想摩利六六購B	联想摩利六六购B
24353	美團摩利六五購A	美团摩利六五购A
24354	華虹摩利六六購B	华虹摩利六六购B
24355	網易摩利六八購A	网易摩利六八购A
24356	瑞聲摩利六六購C	瑞声摩利六六购C
24358	招金摩利六四購A	招金摩利六四购A
24359	中升摩利六甲購A	中升摩利六甲购A
24360	美高摩利六甲購A	美高摩利六甲购A
24361	創科摩利六九購A	创科摩利六九购A
24362	美的摩利六七購A	美的摩利六七购A
24364	中壽摩利六七購B	中寿摩利六七购B
24365	友邦匯豐六三購A	友邦汇丰六三购A
24366	五礦摩利六六購A	五矿摩利六六购A
24367	金風法興六七購A	金风法兴六七购A
24368	銀河法興六七購A	银河法兴六七购A
24369	江銅摩通六四購D	江铜摩通六四购D
24370	騰訊瑞銀六六購F	腾讯瑞银六六购F
24371	小米瑞銀六六購C	小米瑞银六六购C
24372	友邦瑞銀六乙沽A	友邦瑞银六乙沽A
24373	長和瑞銀六六購A	长和瑞银六六购A
24374	中險花旗六七購A	中险花旗六七购A
24375	三花花旗六九購A	三花花旗六九购A
24376	金沙花旗六七購A	金沙花旗六七购A
24377	恒指花旗七一購A	恒指花旗七一购A
24378	百度法巴六七購A	百度法巴六七购A
24379	中移法巴六七購A	中移法巴六七购A
24380	小米法巴六六購C	小米法巴六六购C
24381	藥明匯豐六七購A	药明汇丰六七购A
24382	美高匯豐六六購A	美高汇丰六六购A
24383	黑芝匯豐六五購A	黑芝汇丰六五购A
24384	比迪匯豐六十購A	比迪汇丰六十购A
24385	友邦信證七四購A	友邦信证七四购A
24386	聯想信證六九購A	联想信证六九购A
24387	美團信證七七購A	美团信证七七购A
24388	阿里信證六九購B	阿里信证六九购B
24389	金沙信證六九購A	金沙信证六九购A
24390	三花信證六九購A	三花信证六九购A
24391	匯豐信證六十購A	汇丰信证六十购A
24392	中壽信證六八購A	中寿信证六八购A
24393	中壽摩通六七購B	中寿摩通六七购B
24394	長飛摩通六十購A	长飞摩通六十购A
24395	騰訊匯豐六六購E	腾讯汇丰六六购E
24396	瑞聲瑞銀六六購C	瑞声瑞银六六购C
24397	美團瑞銀六五購A	美团瑞银六五购A
24398	網易瑞銀六八購A	网易瑞银六八购A
24399	榮昌麥銀六七購A	荣昌麦银六七购A
24400	匯聚麥銀六七購A	汇聚麦银六七购A
24401	金風麥銀六七購A	金风麦银六七购A
24402	航賃麥銀六七購A	航赁麦银六七购A
24403	平安中銀六六沽B	平安中银六六沽B
24405	匯豐中銀六九購C	汇丰中银六九购C
24406	騰訊中銀六六沽B	腾讯中银六六沽B
24408	港交中銀六九購A	港交中银六九购A
24409	匯豐中銀六十購A	汇丰中银六十购A
24410	騰訊國君六六購D	腾讯国君六六购D
24411	小米國君六五購D	小米国君六五购D
24412	平安國君六六沽B	平安国君六六沽B
24413	中移中銀六九購A	中移中银六九购A
24414	紫國麥銀六七購A	紫国麦银六七购A
24415	中宏花旗六七購A	中宏花旗六七购A
24416	紫國摩利六七沽A	紫国摩利六七沽A
24417	紫國摩利六七購A	紫国摩利六七购A
24418	美團摩利六十購A	美团摩利六十购A
24420	紫國中銀六七購A	紫国中银六七购A
24421	紫國中銀六乙購A	紫国中银六乙购A
24422	紫國星展六十購A	紫国星展六十购A
24423	紫國星展六七購A	紫国星展六七购A
24424	速騰星展六六購A	速腾星展六六购A
24425	中壽華泰六八購A	中寿华泰六八购A
24426	平安華泰六六沽B	平安华泰六六沽B
24427	騰訊華泰六六沽B	腾讯华泰六六沽B
24428	比迪華泰六五購B	比迪华泰六五购B
24429	比迪華泰六六沽A	比迪华泰六六沽A
24430	復醫華泰六十購A	复医华泰六十购A
24431	金雲華泰六七購A	金云华泰六七购A
24432	阿里華泰六七沽A	阿里华泰六七沽A
24433	太保華泰六六購A	太保华泰六六购A
24435	紫國華泰六七購A	紫国华泰六七购A
24436	中壽匯豐六七沽B	中寿汇丰六七沽B
24437	晶泰匯豐六七購A	晶泰汇丰六七购A
24441	兗礦匯豐六七購A	兖矿汇丰六七购A
24443	長飛匯豐六甲購A	长飞汇丰六甲购A
24444	小米匯豐六六購C	小米汇丰六六购C
24445	小米匯豐六五購C	小米汇丰六五购C
24446	美團法巴六八購A	美团法巴六八购A
24447	紫國法巴六七購A	紫国法巴六七购A
24448	紫國法巴六七購B	紫国法巴六七购B
24449	阿里法巴六八沽A	阿里法巴六八沽A
24450	美團法巴六五購A	美团法巴六五购A
24451	小米法興六五購B	小米法兴六五购B
24453	美團法興七乙購A	美团法兴七乙购A
24454	騰訊法興六六購F	腾讯法兴六六购F
24455	長飛法興六七購A	长飞法兴六七购A
24456	中壽法興六七購C	中寿法兴六七购C
24457	江銅法興六七購B	江铜法兴六七购B
24458	地平信證六甲購A	地平信证六甲购A
24459	美團信證六四購A	美团信证六四购A
24460	舜光法興六六購A	舜光法兴六六购A
24461	老鋪信證六七購A	老铺信证六七购A
24462	騰訊摩通六六購F	腾讯摩通六六购F
24463	招證摩通六十購A	招证摩通六十购A
24464	中際摩通六六購A	中际摩通六六购A
24466	優必摩通六六購A	优必摩通六六购A
24467	紫國摩通六七購A	紫国摩通六七购A
24468	黑芝摩通六五購A	黑芝摩通六五购A
24469	寧德摩通七乙沽A	宁德摩通七乙沽A
24470	速騰摩通六六購A	速腾摩通六六购A
24471	S金摩通六六沽A	S金摩通六六沽A
24472	東航摩通六甲購A	东航摩通六甲购A
24473	平安星展六六購A	平安星展六六购A
24474	贛鋒麥銀六七沽A	赣锋麦银六七沽A
24475	友邦中銀六七購B	友邦中银六七购B
24477	平安中銀六七購A	平安中银六七购A
24478	平安中銀六乙購A	平安中银六乙购A
24479	匯豐中銀六九購D	汇丰中银六九购D
24480	嗶哩中銀六七購A	哔哩中银六七购A
24481	美圖麥銀七一購A	美图麦银七一购A
24482	快手摩通六八沽A	快手摩通六八沽A
24483	美團摩通六九沽A	美团摩通六九沽A
24484	農泉摩通七三購A	农泉摩通七三购A
24485	交銀摩通六九購A	交银摩通六九购A
24486	上藥摩通六九購A	上药摩通六九购A
24487	翰藥摩通六六購A	翰药摩通六六购A
24488	國藥摩通六九購A	国药摩通六九购A
24489	平安摩通六乙購A	平安摩通六乙购A
24490	美團摩通六九沽B	美团摩通六九沽B
24491	東海摩通六六購A	东海摩通六六购A
24492	中升摩通六甲購A	中升摩通六甲购A
24493	晶泰摩通六四購B	晶泰摩通六四购B
24495	攜程摩通六七購A	携程摩通六七购A
24496	友邦法興六三購A	友邦法兴六三购A
24497	國海摩通六五購A	国海摩通六五购A
24499	新地摩利六乙沽A	新地摩利六乙沽A
24500	晶泰摩利六四購A	晶泰摩利六四购A
24501	百度摩利六七沽B	百度摩利六七沽B
24502	嗶哩摩利六五購A	哔哩摩利六五购A
24503	恒科摩利六九沽A	恒科摩利六九沽A
24504	友邦摩利六三購A	友邦摩利六三购A
24505	匯豐花旗六九購B	汇丰花旗六九购B
24507	平安花旗六乙購A	平安花旗六乙购A
24508	商湯摩利六七沽A	商汤摩利六七沽A
24509	平安法興六乙購A	平安法兴六乙购A
24510	平安法興六七購A	平安法兴六七购A
24511	美團法興六九沽A	美团法兴六九沽A
24512	快手法興六六沽A	快手法兴六六沽A
24513	友邦摩通六三購A	友邦摩通六三购A
24514	匯豐法興六九購B	汇丰法兴六九购B
24515	中科法興六十購A	中科法兴六十购A
24516	美團瑞銀六九沽B	美团瑞银六九沽B
24517	快手瑞銀六六沽A	快手瑞银六六沽A
24518	老鋪瑞銀六六沽A	老铺瑞银六六沽A
24519	老鋪瑞銀六七購A	老铺瑞银六七购A
24520	九置摩通六七購A	九置摩通六七购A
24522	信達摩通六甲購A	信达摩通六甲购A
24523	友邦花旗六三購A	友邦花旗六三购A
24524	吉利信證六九購A	吉利信证六九购A
24525	龍電信證六乙購A	龙电信证六乙购A
24526	阿里信證六七沽A	阿里信证六七沽A
24527	騰訊法巴六甲購A	腾讯法巴六甲购A
24528	騰訊法巴六乙購A	腾讯法巴六乙购A
24529	阿里法巴六九購B	阿里法巴六九购B
24531	小米法巴六十購A	小米法巴六十购A
24533	建行法巴六八購A	建行法巴六八购A
24534	中芯法巴六十購A	中芯法巴六十购A
24535	中芯法巴六十購B	中芯法巴六十购B
24536	快手法巴六十購B	快手法巴六十购B
24537	小米法巴六五購E	小米法巴六五购E
24538	美團法巴六乙購A	美团法巴六乙购A
24539	美高法巴六七購A	美高法巴六七购A
24540	匯豐法巴六九購B	汇丰法巴六九购B
24541	美團法巴六乙沽A	美团法巴六乙沽A
24542	百度法巴六七沽B	百度法巴六七沽B
24543	阿里法巴六九沽A	阿里法巴六九沽A
24544	美團法巴六九沽A	美团法巴六九沽A
24545	美團法巴六九沽B	美团法巴六九沽B
24546	永利摩通六乙購A	永利摩通六乙购A
24547	遠能華泰六九購A	远能华泰六九购A
24548	美團華泰六乙購A	美团华泰六乙购A
24549	快手華泰六乙購B	快手华泰六乙购B
24550	平醫華泰六八購A	平医华泰六八购A
24551	寧德華泰六七購A	宁德华泰六七购A
24552	老鋪華泰六七購A	老铺华泰六七购A
24553	百度華泰六七沽B	百度华泰六七沽B
24554	東岳華泰六九購A	东岳华泰六九购A
24555	招金華泰六七購A	招金华泰六七购A
24556	百度匯豐六五購A	百度汇丰六五购A
24557	海油匯豐六甲購A	海油汇丰六甲购A
24558	平安匯豐七四沽A	平安汇丰七四沽A
24559	聯想匯豐六六購C	联想汇丰六六购C
24560	華虹信證六八購B	华虹信证六八购B
24561	阿里中銀六七購A	阿里中银六七购A
24562	快手中銀六八沽A	快手中银六八沽A
24563	阿里星展六甲購A	阿里星展六甲购A
24565	匯豐國君六十購A	汇丰国君六十购A
24566	港交國君六九購A	港交国君六九购A
24567	阿里國君六七沽A	阿里国君六七沽A
24568	阿里國君六五購B	阿里国君六五购B
24569	小鵬麥銀六九沽A	小鹏麦银六九沽A
24570	耐特麥銀六七購A	耐特麦银六七购A
24571	晶泰麥銀六七購A	晶泰麦银六七购A
24572	贛鋒麥銀六甲購A	赣锋麦银六甲购A
24573	金蝶摩利六七沽A	金蝶摩利六七沽A
24574	三重摩利六七購A	三重摩利六七购A
24575	新地摩利六七購A	新地摩利六七购A
24576	眾安摩利六乙沽A	众安摩利六乙沽A
24577	金軟摩利六七沽A	金软摩利六七沽A
24578	金軟摩利六七購A	金软摩利六七购A
24579	太科摩利六七購A	太科摩利六七购A
24580	理想摩利六七沽A	理想摩利六七沽A
24581	平安摩利六六沽B	平安摩利六六沽B
24582	小鵬麥銀六七購A	小鹏麦银六七购A
24583	友邦法興六乙沽A	友邦法兴六乙沽A
24584	港交摩通六五沽A	港交摩通六五沽A
